collision           collision_obst       flowtime            makespan             run_time             success         sum_of_dists         max_dist            
0                    0                    190                  11                   0.0                  100                  188.0                11.0                
0                    0                    211                  12                   0.0                  100                  206.0                12.0                
0                    0                    213                  11                   0.0                  100                  206.0                11.0                
0                    0                    254                  15                   0.0                  100                  254.0                15.0                
0                    0                    188                  14                   0.0                  100                  173.0                13.0                
0                    0                    223                  17                   0.0                  100                  214.0                17.0                
0                    0                    173                  10                   0.0                  100                  167.0                10.0                
0                    0                    216                  15                   0.0                  100                  208.0                14.0                
0                    0                    222                  13                   0.0                  100                  205.0                13.0                
0                    0                    275                  17                   0.0                  100                  271.0                16.0                
0                    0                    205                  11                   0.0                  100                  193.0                10.0                
0                    0                    247                  14                   0.0                  100                  245.0                14.0                
0                    0                    184                  12                   0.0                  100                  180.0                12.0                
0                    0                    236                  17                   0.0                  100                  223.0                17.0                
0                    0                    175                  10                   0.0                  100                  161.0                9.0                 
0                    0                    184                  13                   0.0                  100                  183.0                13.0                
0                    0                    169                  12                   0.0                  100                  165.0                12.0                
0                    0                    241                  14                   0.0                  100                  238.0                14.0                
0                    0                    199                  11                   0.0                  100                  199.0                11.0                
0                    0                    228                  14                   0.0                  100                  218.0                13.0                
0                    0                    161                  10                   0.0                  100                  158.0                10.0                
0                    0                    164                  12                   0.0                  100                  161.0                12.0                
0                    0                    204                  12                   0.0                  100                  204.0                12.0                
0                    0                    348                  18                   0.0                  100                  338.0                18.0                
0                    0                    204                  14                   0.0                  100                  204.0                14.0                
0                    0                    223                  12                   0.0                  100                  222.0                12.0                
0                    0                    188                  13                   0.0                  100                  177.0                13.0                
0                    0                    218                  14                   0.0                  100                  214.0                14.0                
0                    0                    189                  16                   0.0                  100                  183.0                16.0                
0                    0                    225                  12                   0.0                  100                  219.0                12.0                
0                    0                    218                  12                   0.0                  100                  217.0                12.0                
0                    0                    222                  14                   0.0                  100                  216.0                14.0                
0                    0                    217                  11                   0.0                  100                  209.0                11.0                
0                    0                    198                  12                   0.0                  100                  198.0                12.0                
0                    0                    160                  12                   0.0                  100                  158.0                11.0                
0                    0                    170                  10                   0.0                  100                  163.0                10.0                
0                    0                    188                  13                   0.0                  100                  179.0                12.0                
0                    0                    183                  13                   0.0                  100                  180.0                13.0                
0                    0                    212                  13                   0.0                  100                  203.0                12.0                
0                    0                    202                  11                   0.0                  100                  196.0                11.0                
0                    0                    256                  15                   0.0                  100                  245.0                15.0                
0                    0                    188                  14                   0.0                  100                  188.0                14.0                
0                    0                    175                  11                   0.0                  100                  174.0                11.0                
0                    0                    208                  14                   0.0                  100                  207.0                14.0                
0                    0                    233                  14                   0.0                  100                  231.0                14.0                
0                    0                    161                  10                   0.0                  100                  161.0                10.0                
0                    0                    224                  14                   0.0                  100                  208.0                14.0                
0                    0                    192                  12                   0.0                  100                  184.0                12.0                
0                    0                    177                  11                   0.0                  100                  169.0                11.0                
0                    0                    260                  13                   0.0                  100                  253.0                12.0                
0                    0                    282                  18                   0.0                  100                  264.0                18.0                
0                    0                    217                  15                   0.0                  100                  205.0                14.0                
0                    0                    177                  13                   0.0                  100                  170.0                12.0                
0                    0                    182                  13                   0.0                  100                  181.0                13.0                
0                    0                    259                  15                   0.0                  100                  246.0                15.0                
0                    0                    198                  12                   0.0                  100                  195.0                12.0                
0                    0                    149                  11                   0.0                  100                  148.0                10.0                
0                    0                    211                  11                   0.0                  100                  205.0                11.0                
0                    0                    218                  13                   0.0                  100                  216.0                13.0                
0                    0                    248                  15                   0.0                  100                  240.0                15.0                
0                    0                    214                  15                   0.0                  100                  211.0                15.0                
0                    0                    184                  13                   0.0                  100                  184.0                13.0                
0                    0                    285                  19                   0.0                  100                  276.0                19.0                
0                    0                    242                  16                   0.0                  100                  231.0                16.0                
0                    0                    221                  13                   0.0                  100                  203.0                13.0                
0                    0                    238                  14                   0.0                  100                  229.0                14.0                
0                    0                    259                  17                   0.0                  100                  242.0                16.0                
0                    0                    171                  12                   0.0                  100                  162.0                12.0                
0                    0                    168                  10                   0.0                  100                  167.0                10.0                
0                    0                    225                  12                   0.0                  100                  224.0                12.0                
0                    0                    223                  12                   0.0                  100                  213.0                12.0                
0                    0                    223                  13                   0.0                  100                  220.0                12.0                
0                    0                    166                  11                   0.0                  100                  161.0                11.0                
0                    0                    219                  15                   0.0                  100                  203.0                15.0                
0                    0                    278                  17                   0.0                  100                  266.0                16.0                
0                    0                    290                  15                   0.0                  100                  280.0                15.0                
0                    0                    179                  10                   0.0                  100                  178.0                10.0                
0                    0                    203                  12                   0.0                  100                  189.0                12.0                
0                    0                    290                  14                   0.001                100                  277.0                13.0                
0                    0                    253                  10                   0.0                  100                  240.0                10.0                
0                    0                    198                  9                    0.0                  100                  190.0                9.0                 
0                    0                    246                  13                   0.0                  100                  231.0                12.0                
0                    0                    269                  15                   0.001                100                  261.0                15.0                
0                    0                    214                  9                    0.0                  100                  212.0                9.0                 
0                    0                    274                  15                   0.001                100                  252.0                15.0                
0                    0                    231                  12                   0.0                  100                  227.0                11.0                
0                    0                    256                  12                   0.001                100                  245.0                12.0                
0                    0                    262                  11                   0.0                  100                  255.0                11.0                
0                    0                    278                  12                   0.0                  100                  269.0                12.0                
0                    0                    221                  12                   0.0                  100                  216.0                12.0                
0                    0                    209                  11                   0.001                100                  205.0                11.0                
0                    0                    215                  11                   0.0                  100                  205.0                10.0                
0                    0                    216                  11                   0.0                  100                  213.0                11.0                
0                    0                    328                  17                   0.001                100                  292.0                16.0                
0                    0                    187                  10                   0.0                  100                  177.0                10.0                
0                    0                    323                  15                   0.001                100                  309.0                15.0                
0                    0                    236                  10                   0.0                  100                  235.0                10.0                
0                    0                    265                  14                   0.001                100                  262.0                14.0                
0                    0                    289                  14                   0.001                100                  275.0                14.0                
0                    0                    225                  11                   0.001                100                  212.0                11.0                
0                    0                    333                  15                   0.001                100                  327.0                14.0                
0                    0                    235                  13                   0.0                  100                  222.0                12.0                
0                    0                    333                  15                   0.001                100                  323.0                14.0                
0                    0                    224                  12                   0.0                  100                  213.0                12.0                
0                    0                    291                  15                   0.001                100                  276.0                14.0                
0                    0                    226                  12                   0.0                  100                  224.0                11.0                
0                    0                    212                  12                   0.001                100                  205.0                12.0                
0                    0                    279                  14                   0.001                100                  273.0                14.0                
0                    0                    304                  14                   0.001                100                  298.0                14.0                
0                    0                    214                  10                   0.0                  100                  206.0                9.0                 
0                    0                    205                  9                    0.0                  100                  202.0                9.0                 
0                    0                    225                  9                    0.0                  100                  210.0                9.0                 
0                    0                    200                  12                   0.0                  100                  193.0                11.0                
0                    0                    242                  11                   0.0                  100                  236.0                11.0                
0                    0                    275                  13                   0.0                  100                  265.0                12.0                
0                    0                    221                  12                   0.0                  100                  214.0                11.0                
0                    0                    277                  14                   0.0                  100                  253.0                13.0                
0                    0                    339                  16                   0.001                100                  321.0                15.0                
0                    0                    262                  12                   0.001                100                  256.0                11.0                
0                    0                    352                  14                   0.001                100                  340.0                13.0                
0                    0                    255                  11                   0.0                  100                  244.0                11.0                
0                    0                    332                  14                   0.001                100                  326.0                14.0                
0                    0                    196                  11                   0.001                100                  196.0                11.0                
0                    0                    206                  9                    0.0                  100                  201.0                9.0                 
0                    0                    382                  17                   0.001                100                  349.0                16.0                
0                    0                    199                  14                   0.001                100                  190.0                14.0                
0                    0                    254                  12                   0.0                  100                  240.0                12.0                
0                    0                    339                  17                   0.001                100                  333.0                16.0                
0                    0                    194                  9                    0.0                  100                  191.0                9.0                 
0                    0                    231                  13                   0.0                  100                  216.0                13.0                
0                    0                    277                  13                   0.001                100                  266.0                13.0                
0                    0                    221                  12                   0.0                  100                  212.0                12.0                
0                    0                    252                  11                   0.0                  100                  236.0                10.0                
0                    0                    307                  16                   0.001                100                  293.0                15.0                
0                    0                    196                  9                    0.0                  100                  192.0                9.0                 
0                    0                    194                  11                   0.0                  100                  185.0                11.0                
0                    0                    284                  17                   0.001                100                  274.0                16.0                
0                    0                    211                  10                   0.0                  100                  201.0                9.0                 
0                    0                    360                  15                   0.001                100                  348.0                15.0                
0                    0                    426                  17                   0.001                100                  415.0                16.0                
0                    0                    309                  12                   0.0                  100                  301.0                12.0                
0                    0                    253                  11                   0.0                  100                  244.0                11.0                
0                    0                    269                  11                   0.0                  100                  267.0                11.0                
0                    0                    222                  11                   0.0                  100                  220.0                11.0                
0                    0                    308                  12                   0.0                  100                  294.0                12.0                
0                    0                    316                  13                   0.0                  100                  302.0                13.0                
0                    0                    217                  10                   0.0                  100                  198.0                10.0                
0                    0                    268                  12                   0.0                  100                  259.0                12.0                
0                    0                    301                  13                   0.0                  100                  292.0                13.0                
0                    0                    242                  14                   0.001                100                  233.0                14.0                
0                    0                    244                  12                   0.001                100                  233.0                12.0                
0                    0                    205                  11                   0.0                  100                  203.0                11.0                
0                    0                    237                  10                   0.0                  100                  219.0                9.0                 
0                    0                    209                  11                   0.0                  100                  196.0                11.0                
0                    0                    196                  10                   0.0                  100                  188.0                10.0                
0                    0                    308                  16                   0.001                100                  300.0                16.0                
0                    0                    250                  12                   0.0                  100                  244.0                11.0                
0                    0                    209                  11                   0.0                  100                  208.0                10.0                
0                    0                    183                  11                   0.0                  100                  180.0                11.0                
0                    0                    254                  12                   0.0                  100                  253.0                11.0                
0                    0                    250                  11                   0.0                  100                  237.0                11.0                
0                    0                    236                  11                   0.0                  100                  225.0                11.0                
0                    0                    217                  9                    0.0                  100                  212.0                9.0                 
0                    0                    190                  11                   0.0                  100                  180.0                11.0                
0                    0                    221                  11                   0.0                  100                  213.0                11.0                
0                    0                    257                  11                   0.0                  100                  249.0                11.0                
0                    0                    249                  11                   0.0                  100                  241.0                11.0                
0                    0                    322                  14                   0.001                100                  293.0                14.0                
0                    0                    226                  13                   0.0                  100                  212.0                13.0                
0                    0                    250                  10                   0.0                  100                  242.0                10.0                
0                    0                    256                  11                   0.0                  100                  251.0                11.0                
0                    0                    207                  12                   0.0                  100                  200.0                11.0                
0                    0                    295                  14                   0.001                100                  285.0                14.0                
0                    0                    244                  14                   0.001                100                  230.0                13.0                
0                    0                    281                  13                   0.0                  100                  268.0                12.0                
0                    0                    203                  10                   0.0                  100                  197.0                10.0                
0                    0                    268                  13                   0.001                100                  264.0                13.0                
0                    0                    229                  12                   0.0                  100                  229.0                12.0                
0                    0                    226                  11                   0.0                  100                  216.0                11.0                
0                    0                    253                  12                   0.0                  100                  240.0                12.0                
0                    0                    215                  13                   0.0                  100                  207.0                13.0                
0                    0                    291                  13                   0.0                  100                  282.0                12.0                
0                    0                    257                  11                   0.0                  100                  255.0                10.0                
0                    0                    246                  12                   0.0                  100                  235.0                12.0                
0                    0                    238                  14                   0.001                100                  227.0                13.0                
0                    0                    231                  10                   0.0                  100                  230.0                10.0                
0                    0                    213                  12                   0.001                100                  207.0                12.0                
0                    0                    237                  13                   0.001                100                  229.0                13.0                
0                    0                    189                  10                   0.0                  100                  187.0                10.0                
0                    0                    226                  10                   0.0                  100                  211.0                10.0                
0                    0                    268                  13                   0.0                  100                  246.0                13.0                
0                    0                    329                  16                   0.001                100                  302.0                15.0                
0                    0                    300                  16                   0.001                100                  295.0                15.0                
0                    0                    285                  12                   0.0                  100                  273.0                12.0                
0                    0                    261                  15                   0.001                100                  256.0                14.0                
0                    0                    263                  13                   0.0                  100                  250.0                13.0                
0                    0                    341                  14                   0.001                100                  328.0                14.0                
0                    0                    214                  10                   0.0                  100                  213.0                10.0                
0                    0                    186                  9                    0.0                  100                  185.0                9.0                 
0                    0                    301                  13                   0.001                100                  297.0                13.0                
0                    0                    274                  13                   0.001                100                  266.0                13.0                
0                    0                    221                  10                   0.0                  100                  214.0                10.0                
0                    0                    154                  8                    0.0                  100                  154.0                8.0                 
0                    0                    285                  13                   0.001                100                  280.0                12.0                
0                    0                    461                  18                   0.001                100                  446.0                17.0                
0                    0                    232                  12                   0.0                  100                  226.0                12.0                
0                    0                    242                  12                   0.001                100                  241.0                12.0                
0                    0                    236                  12                   0.0                  100                  219.0                12.0                
0                    0                    261                  12                   0.0                  100                  240.0                12.0                
0                    0                    194                  9                    0.0                  100                  191.0                9.0                 
0                    0                    314                  12                   0.0                  100                  302.0                12.0                
0                    0                    203                  10                   0.0                  100                  195.0                10.0                
0                    0                    225                  10                   0.0                  100                  221.0                10.0                
0                    0                    200                  10                   0.0                  100                  196.0                10.0                
0                    0                    257                  13                   0.0                  100                  237.0                13.0                
0                    0                    332                  13                   0.0                  100                  324.0                12.0                
0                    0                    252                  11                   0.0                  100                  238.0                11.0                
0                    0                    206                  11                   0.0                  100                  197.0                11.0                
0                    0                    200                  10                   0.0                  100                  199.0                10.0                
0                    0                    197                  8                    0.0                  100                  189.0                8.0                 
0                    0                    280                  15                   0.001                100                  276.0                15.0                
0                    0                    235                  12                   0.001                100                  231.0                12.0                
0                    0                    341                  16                   0.001                100                  333.0                15.0                
0                    0                    295                  13                   0.001                100                  283.0                13.0                
0                    0                    265                  12                   0.001                100                  257.0                12.0                
0                    0                    262                  10                   0.0                  100                  254.0                10.0                
0                    0                    254                  14                   0.001                100                  248.0                14.0                
0                    0                    316                  15                   0.001                100                  297.0                14.0                
0                    0                    236                  11                   0.0                  100                  231.0                11.0                
0                    0                    230                  11                   0.0                  100                  229.0                10.0                
0                    0                    215                  11                   0.0                  100                  213.0                10.0                
0                    0                    202                  10                   0.0                  100                  182.0                10.0                
0                    0                    210                  10                   0.0                  100                  195.0                9.0                 
0                    0                    210                  9                    0.0                  100                  209.0                9.0                 
0                    0                    187                  9                    0.0                  100                  187.0                9.0                 
0                    0                    199                  10                   0.0                  100                  195.0                10.0                
0                    0                    328                  13                   0.001                100                  319.0                13.0                
0                    0                    254                  12                   0.0                  100                  246.0                11.0                
0                    0                    356                  17                   0.001                100                  333.0                17.0                
0                    0                    221                  11                   0.0                  100                  217.0                11.0                
0                    0                    244                  12                   0.0                  100                  237.0                12.0                
0                    0                    249                  10                   0.0                  100                  246.0                10.0                
0                    0                    229                  11                   0.0                  100                  221.0                10.0                
0                    0                    222                  11                   0.0                  100                  211.0                11.0                
0                    0                    261                  12                   0.0                  100                  256.0                11.0                
0                    0                    286                  18                   0.001                100                  277.0                16.0                
0                    0                    238                  12                   0.0                  100                  235.0                12.0                
0                    0                    343                  15                   0.001                100                  333.0                15.0                
0                    0                    252                  12                   0.0                  100                  244.0                12.0                
0                    0                    213                  12                   0.001                100                  205.0                12.0                
0                    0                    238                  11                   0.0                  100                  232.0                11.0                
0                    0                    226                  10                   0.0                  100                  213.0                10.0                
0                    0                    267                  12                   0.0                  100                  253.0                12.0                
0                    0                    306                  13                   0.0                  100                  293.0                13.0                
0                    0                    246                  11                   0.0                  100                  233.0                11.0                
0                    0                    195                  12                   0.001                100                  189.0                12.0                
0                    0                    203                  10                   0.0                  100                  203.0                10.0                
0                    0                    267                  15                   0.001                100                  244.0                14.0                
0                    0                    231                  13                   0.001                100                  222.0                13.0                
0                    0                    329                  15                   0.001                100                  324.0                15.0                
0                    0                    197                  9                    0.0                  100                  191.0                9.0                 
0                    0                    227                  12                   0.001                100                  216.0                12.0                
0                    0                    303                  13                   0.001                100                  285.0                12.0                
0                    0                    266                  12                   0.0                  100                  252.0                12.0                
0                    0                    194                  10                   0.0                  100                  182.0                9.0                 
0                    0                    235                  12                   0.0                  100                  226.0                12.0                
0                    0                    201                  10                   0.0                  100                  198.0                10.0                
0                    0                    304                  12                   0.001                100                  296.0                12.0                
